%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1548944159657513068,36203,1548944159657513068,/world,vicon/target3/target3,0.501066833094,-0.97734190932,1.21371626328,-0.0558326319025,-0.0020668494955,0.990249683392,-0.127608815882
1548944159662556104,36204,1548944159662556104,/world,vicon/target3/target3,0.499858459477,-0.9773818257,1.21384221204,-0.0556853673179,-0.000348676149812,0.989653130008,-0.132233507693
1548944159667589073,36205,1548944159667589073,/world,vicon/target3/target3,0.498930543138,-0.977377493964,1.21415544471,-0.0598037712792,-0.000571552228207,0.989447610199,-0.131972000592
1548944159672521046,36206,1548944159672521046,/world,vicon/target3/target3,0.497415320108,-0.977056639609,1.21401751882,-0.0616423570883,-0.00392612096354,0.98968600521,-0.129253303546
1548944159677566307,36207,1548944159677566307,/world,vicon/target3/target3,0.496010795133,-0.976879965745,1.21400906593,-0.061391014311,-0.00192962377385,0.989564407883,-0.130344553265
1548944159682550104,36208,1548944159682550104,/world,vicon/target3/target3,0.495125990888,-0.976890470707,1.21439079877,-0.0617530603146,-0.00248339084165,0.98933104825,-0.131925999255
1548944159687503237,36209,1548944159687503237,/world,vicon/target3/target3,0.493718787389,-0.976684631505,1.2142742779,-0.0642228116253,-0.00305466534064,0.989601197063,-0.128668450908
1548944159692515187,36210,1548944159692515187,/world,vicon/target3/target3,0.491926592256,-0.976355931678,1.21398096328,-0.0625896916603,-0.00114061993698,0.989462404768,-0.13055795278
1548944159697472541,36211,1548944159697472541,/world,vicon/target3/target3,0.490852893233,-0.976219016405,1.21430048247,-0.0645562003731,-0.00294984028287,0.989257701966,-0.131122059686
1548944159702258417,36212,1548944159702258417,/world,vicon/target3/target3,0.48931970919,-0.976050387877,1.21410150871,-0.0616513811821,-0.00372487810265,0.989658050554,-0.129468820398
1548944159707508592,36213,1548944159707508592,/world,vicon/target3/target3,0.487770999645,-0.975934557256,1.21406643639,-0.0621429122825,-0.0035993771664,0.989419945503,-0.13104760348
1548944159712461402,36214,1548944159712461402,/world,vicon/target3/target3,0.486332936699,-0.975838592454,1.21405747891,-0.0613481832319,-0.00152508720193,0.989771695152,-0.128786901507
1548944159717418034,36215,1548944159717418034,/world,vicon/target3/target3,0.484669499224,-0.975595603469,1.21393723064,-0.0601832191759,-0.00241850355642,0.989930351781,-0.128101637743
1548944159722285638,36216,1548944159722285638,/world,vicon/target3/target3,0.483186219475,-0.975554895655,1.21402092745,-0.0619561093003,-0.00254735812904,0.98942209752,-0.131144441081
1548944159727326910,36217,1548944159727326910,/world,vicon/target3/target3,0.481631528507,-0.975458217951,1.2139294391,-0.0607399258555,-0.00062617768971,0.989594718839,-0.130432211334
1548944159732553491,36218,1548944159732553491,/world,vicon/target3/target3,0.479868711851,-0.975252578123,1.21384180992,-0.0623381317109,0.00111925176465,0.989086882436,-0.133490986974
1548944159737519165,36219,1548944159737519165,/world,vicon/target3/target3,0.478335797316,-0.975016447332,1.21374502598,-0.059907420755,0.00141057316003,0.989479327422,-0.131680567382
1548944159742514394,36220,1548944159742514394,/world,vicon/target3/target3,0.476312548744,-0.974817100507,1.21352356948,-0.0602056835982,0.00178010638275,0.989301345503,-0.132871948392
1548944159747510815,36221,1548944159747510815,/world,vicon/target3/target3,0.474956380322,-0.974721896388,1.21359113377,-0.0593734148914,0.0043095384836,0.989377363596,-0.132622237527
1548944159752547563,36222,1548944159752547563,/world,vicon/target3/target3,0.473227255519,-0.974493063568,1.2134440205,-0.055749199235,0.00518305360986,0.989962079799,-0.12976996301
1548944159757536782,36223,1548944159757536782,/world,vicon/target3/target3,0.471710829039,-0.974668613575,1.21370098276,-0.0594051967156,0.00431124591659,0.989679056745,-0.130337256384
1548944159762535433,36224,1548944159762535433,/world,vicon/target3/target3,0.469798002225,-0.974579987853,1.21353993367,-0.0593385161086,0.00619216816262,0.989558259506,-0.131206130205
1548944159767638639,36225,1548944159767638639,/world,vicon/target3/target3,0.467871067318,-0.97428202012,1.21346118932,-0.0610878091243,0.00794964665997,0.989298631675,-0.132262239738
1548944159772558550,36226,1548944159772558550,/world,vicon/target3/target3,0.465931881803,-0.974024429056,1.21325349896,-0.0569348380789,0.00924342197988,0.990008106974,-0.128673740477
1548944159777539366,36227,1548944159777539366,/world,vicon/target3/target3,0.464395051892,-0.974143425087,1.21364529648,-0.0557632994302,0.00986966143668,0.989233552633,-0.134944516616
1548944159782521280,36228,1548944159782521280,/world,vicon/target3/target3,0.46193226456,-0.973739292019,1.21309111807,-0.0566201809595,0.00956052925438,0.98988663062,-0.129719735999
1548944159787546179,36229,1548944159787546179,/world,vicon/target3/target3,0.460326133284,-0.973842024846,1.21363865193,-0.0576596701102,0.00816344572248,0.989740328928,-0.130471460063
1548944159792554105,36230,1548944159792554105,/world,vicon/target3/target3,0.45804299442,-0.973823558621,1.21343072784,-0.0586143372549,0.00981021979164,0.989503962677,-0.131719500846
1548944159797537580,36231,1548944159797537580,/world,vicon/target3/target3,0.456297727814,-0.973698012692,1.21375744427,-0.0603536501845,0.0102148033286,0.988930729862,-0.13516325772
1548944159802550801,36232,1548944159802550801,/world,vicon/target3/target3,0.454295212359,-0.973778783335,1.2138761183,-0.0591428877085,0.0100037621444,0.989473801062,-0.131695256511
1548944159807568570,36233,1548944159807568570,/world,vicon/target3/target3,0.452209851198,-0.97338559566,1.21396309308,-0.0604479908993,0.0127562253224,0.988493449527,-0.138072514839
1548944159812499564,36234,1548944159812499564,/world,vicon/target3/target3,0.449853609664,-0.973473520512,1.21383159515,-0.0576685610979,0.00864307638486,0.989800524682,-0.12997905843
1548944159817472560,36235,1548944159817472560,/world,vicon/target3/target3,0.447726868056,-0.973531598524,1.2140139445,-0.0590425175184,0.0087115438603,0.989212974627,-0.133775113375
1548944159822502571,36236,1548944159822502571,/world,vicon/target3/target3,0.445588514154,-0.973512812414,1.21416230486,-0.0615396558109,0.00754783192692,0.98906366003,-0.133824427531
1548944159827518017,36237,1548944159827518017,/world,vicon/target3/target3,0.443150818575,-0.973352517299,1.21409208926,-0.0609363628001,0.00810749671662,0.989130089628,-0.133576547258
1548944159832549802,36238,1548944159832549802,/world,vicon/target3/target3,0.438821684247,-0.972774922901,1.21283807313,-0.0666804543521,0.0105754949704,0.9879281683,-0.139426719795
1548944159837527496,36239,1548944159837527496,/world,vicon/target3/target3,0.438512891175,-0.973245554867,1.21409077235,-0.0617750034028,0.00711054471798,0.989410656258,-0.13114816961
1548944159842518132,36240,1548944159842518132,/world,vicon/target3/target3,0.436306459938,-0.973353983301,1.21439155152,-0.0627678782216,0.0073163358397,0.988708068702,-0.135878694348
1548944159847512800,36241,1548944159847512800,/world,vicon/target3/target3,0.433985383152,-0.97326317706,1.21444116845,-0.0661250422277,0.00611089389188,0.988605859158,-0.135087345837
1548944159852537355,36242,1548944159852537355,/world,vicon/target3/target3,0.431360229056,-0.97316718046,1.21435545734,-0.0642383030008,0.00786789929934,0.988747248678,-0.134871845912
